,acesBefore15Minutes,assists,baronTakedowns,bountyGold,champExperience,championId,damagePerMinute,deaths,doubleAces,earlyLaningPhaseGoldExpAdvantage ,firstTowerKill,firstTurretKilled,gameLength,inhibitorKills,kda,killParticipation,kills,landSkillShotsEarlyGame ,lane,longestTimeSpentLiving,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,multikills,score,score_diff,soloKills,takedowns,teamBaronKills,turretKills,turretPlatesTaken,turretTakedowns,turretsLost,win
99,0,6,0,375,13041,777,565.5980276330242,7,0,,False,0,1591.4965412,0,1.4285714285714286,0.5882352941176471,4,,TOP,501,44.25,0,1,0,8.189419661256451,-5.512890649525865,1,10,0,1,1,1,9,False
100,0,11,1,150,14574,78,1119.8830665803875,6,0,,False,1,1592.4504740999998,0,3.0,0.45,7,,JUNGLE,485,49.0,6,3,0,9.756543185239341,5.149971117199158,5,18,1,1,3,5,2,True
101,0,11,2,525,22096,76,1192.5972893778248,9,0,,False,1,2295.5047431,1,2.5555555555555554,0.6052631578947368,12,,JUNGLE,386,73.00000017881393,18,3,2,9.10762723286547,0.09048435692341172,2,23,2,1,0,3,4,True
102,0,3,0,450,11354,84,785.1948217497464,4,0,,False,0,1404.3804111,0,2.0,0.5714285714285714,5,,TOP,693,26.0,0,1,0,9.406389564643838,-12.848788044401566,3,8,0,0,2,0,7,False
103,0,9,1,0,17153,887,937.8228429413558,10,0,,False,0,1836.9039331,1,1.8,0.4186046511627907,9,,TOP,366,28.0,1,1,2,8.73398684768393,8.52212965872409,1,18,2,3,3,5,4,True
104,0,5,0,0,11756,234,567.6443754642435,7,0,,False,0,1720.3431712,0,1.4285714285714286,0.3333333333333333,5,,JUNGLE,977,4.5,0,1,0,6.45720069661195,1.1250270239936313,1,10,0,0,0,0,10,False
105,0,10,0,525,13787,92,823.2442186015495,6,0,,True,1,1548.9087763999999,0,2.6666666666666665,0.47058823529411764,6,,TOP,481,25.0,3,2,1,9.785425272667103,7.329555880444538,1,16,1,2,5,5,1,True
106,0,5,2,0,20980,2,1085.9029065902114,8,0,,False,1,2107.2792154,3,2.375,0.35185185185185186,14,,TOP,612,79.00000005960464,0,3,2,9.525921868866439,4.440796102478359,5,19,2,2,2,2,3,True
107,0,3,0,0,11524,157,740.98519243249,10,0,,False,1,1535.2493975999998,0,0.7,0.4375,4,,TOP,499,41.0,0,2,0,7.163165557077528,-11.915086465656643,3,7,0,1,3,1,8,False
108,0,3,0,300,13768,114,1078.7352361545386,9,0,,False,1,1871.6021647,0,1.7777777777777777,0.43243243243243246,13,,TOP,469,40.0,0,2,4,8.984504664907298,-0.5976593263805938,2,16,0,2,8,3,8,False
109,0,6,0,0,12589,234,514.7671656023549,9,0,,False,1,1804.0532971,0,1.3333333333333333,0.4444444444444444,6,,JUNGLE,642,23.25,0,2,1,6.509639352502323,-4.820118519576155,0,12,0,2,0,2,9,False
110,0,8,1,0,12629,121,693.5641101150458,10,0,,False,0,1836.9102733,0,1.3,0.48148148148148145,5,,JUNGLE,608,4.0,0,1,1,7.124879558740933,-2.314940694395773,3,13,1,0,1,2,10,False
111,0,4,0,0,11982,887,592.945975426571,8,0,,True,1,1459.516531,0,0.875,0.3333333333333333,3,,JUNGLE,293,39.0,0,1,0,6.96954248796422,-3.9883532097404313,0,7,0,2,2,2,7,False
112,0,7,0,675,9099,121,565.9819411396458,8,0,,False,0,1402.8158839,0,1.5,0.5714285714285714,5,,JUNGLE,513,7.999999970197678,0,1,0,7.0836937529251145,-9.831492931984009,2,12,0,0,0,0,6,False
113,0,8,1,0,13261,121,946.3397541632412,2,0,,False,1,1420.2607603,1,9.5,0.6785714285714286,11,,JUNGLE,1233,49.400000005960464,0,3,2,9.074551347119392,6.543173496129462,1,19,1,1,2,2,1,True
114,0,4,0,300,15858,114,1024.1094389017098,10,0,,True,1,1866.3815719,0,0.8,0.27586206896551724,4,,MIDDLE,488,33.599999994039536,0,1,0,7.389440613146483,-9.320976942822178,2,8,0,1,5,1,10,False
115,0,0,0,0,14048,777,682.2562321217484,9,0,,False,0,1762.4421614999999,0,0.3333333333333333,0.10344827586206896,3,,TOP,592,38.0,0,1,0,5.836836977313667,1.0406845331885037,1,3,0,2,3,2,11,False
116,0,10,0,300,14002,164,687.3166159563827,6,0,,False,0,1557.7206207,0,2.1666666666666665,0.35135135135135137,3,,TOP,469,0.0,2,1,0,8.490838569516136,7.502841938017063,0,13,1,3,0,3,1,True
117,0,2,0,450,15829,114,1040.7411748417287,7,0,,False,0,1680.0884492999999,1,1.1428571428571428,0.36363636363636365,6,,TOP,465,78.0,0,2,0,8.233035487025894,-11.411049368156789,3,8,0,5,0,5,9,False
