,Unnamed: 0,acesBefore15Minutes,assists,baronTakedowns,bountyGold,champExperience,championId,damagePerMinute,deaths,doubleAces,earlyLaningPhaseGoldExpAdvantage ,firstTowerKill,firstTurretKilled,gameLength,inhibitorKills,kda,killParticipation,kills,landSkillShotsEarlyGame ,lane,longestTimeSpentLiving,maxCsAdvantageOnLaneOpponent,maxKillDeficit,maxLevelLeadLaneOpponent,multikills,score,score_diff,soloKills,takedowns,teamBaronKills,turretKills,turretPlatesTaken,turretTakedowns,turretsLost,win
127,127,0,6,0,150,11464,50,903.838404435783,8,0,,False,0,1676.1214419,0,1.375,0.4782608695652174,5,,MIDDLE,567,2.0,0,1,1,7.7818475494719905,-9.79127512092996,1,11,0,0,0,0,10,False
285,285,0,3,0,150,13560,134,971.9718069752626,3,0,,False,0,1570.3170558,0,3.333333333333333,0.4,7,,MIDDLE,1245,65.0,0,3,0,9.804033970276008,-0.4950322784927081,6,10,0,2,3,2,9,False
96,96,0,9,2,300,28227,18,1280.37178991598,4,0,,False,0,2233.211874,1,7.25,0.6590909090909091,20,,MIDDLE,770,152.80000001192093,3,4,5,10.0,6.568468237736283,5,29,2,7,6,9,5,True
144,144,0,11,3,450,24979,200,713.2643179131901,3,0,,False,1,2411.3420714,1,6.333333333333333,0.6333333333333333,8,,JUNGLE,828,121.70000019669531,7,3,1,9.182634987077984,0.1985597728587365,1,19,3,2,2,3,3,True
83,83,0,3,0,0,6995,111,230.0265371214869,7,0,,False,0,1468.1824626,0,0.5714285714285714,0.4444444444444444,1,,BOTTOM,384,3.0,0,1,0,4.646278270522068,-12.317517664627792,0,4,0,0,0,0,10,False
410,410,0,5,0,750,11437,81,1032.1359201916566,5,0,,False,0,1655.7251093999998,0,2.6,0.8125,8,,BOTTOM,413,22.00000002980232,0,1,0,10.0,-7.7567251856233455,0,13,0,1,0,1,9,False
287,287,0,6,1,750,21897,887,1008.2609194560264,7,0,,False,1,2245.7033474,0,2.7142857142857144,0.3877551020408163,13,,TOP,646,124.00000005960464,2,4,2,9.768221217343974,1.4629834831127226,5,19,2,6,6,6,5,True
16,16,0,16,0,150,11905,50,1286.305974607634,1,0,,False,1,1442.4328555,0,27.0,0.7714285714285715,11,,BOTTOM,798,11.0,4,2,3,10.0,1.3434991454512186,1,27,0,2,2,3,2,True
6,6,1,15,1,150,12169,221,1131.08369249486,7,0,,False,1,1540.6174079999998,1,4.571428571428571,0.6274509803921569,17,,BOTTOM,570,104.60000011324884,2,3,5,9.933544750727396,6.704348284218035,2,32,1,2,9,5,1,True
371,371,0,5,0,300,12825,50,376.6115997551191,5,0,,False,0,1612.4010151999998,0,1.6,0.5,3,,BOTTOM,895,17.0,0,2,0,7.860640985033124,-11.316949499648302,1,8,0,0,1,0,11,False
184,184,0,8,1,150,12951,200,362.9184358000432,1,0,,False,1,1564.9045055,1,12.0,0.5714285714285714,4,,JUNGLE,505,10.300000041723251,2,1,1,8.58921494705447,6.021584804654978,0,12,1,1,2,4,2,True
174,174,0,16,1,0,11281,50,554.2446935186098,4,0,,False,0,1601.4013900999998,0,5.75,0.6571428571428571,7,,BOTTOM,830,1.0,1,1,2,9.379069473148563,11.141871251026544,0,23,1,0,0,5,3,True
25,25,0,2,0,0,16758,114,671.9954723851507,4,0,,False,0,1667.2261116,1,2.25,0.3333333333333333,7,,TOP,822,58.0,4,3,1,9.340347033662942,-0.9348737677715278,4,9,1,5,4,5,3,True
419,419,0,17,3,300,21414,221,1174.607560419029,10,0,,False,1,2251.8409912,2,3.2,0.6153846153846154,15,,BOTTOM,542,89.80000013113022,1,3,2,10.0,1.6542319822044718,1,32,3,3,3,5,5,True
184,184,0,20,1,0,12871,111,281.32714467763947,7,0,,False,1,2096.7559179,0,3.142857142857143,0.5789473684210527,2,,BOTTOM,652,14.0,6,2,0,6.959847477534172,2.4855737743161868,0,22,1,1,0,1,6,True
92,92,0,3,0,925,13944,887,1072.1311612207326,4,0,,True,1,1480.2454065,2,2.75,0.55,8,,JUNGLE,901,74.0,9,3,2,10.0,-4.496098895301444,3,11,0,4,5,5,3,True
151,151,0,14,1,0,17281,50,842.102097123178,0,0,,False,0,2035.9576179,1,27.0,0.7297297297297297,13,,BOTTOM,0,62.0,1,2,5,9.870065046153684,2.956315487759809,0,27,1,4,3,6,3,True
194,194,0,12,1,300,18429,145,1078.0646189088886,9,0,,False,0,2016.0433446,1,2.888888888888889,0.490566037735849,14,,BOTTOM,502,83.59999996423721,8,3,2,9.962864452189336,6.02481316371793,1,26,1,2,2,3,7,True
47,47,0,10,1,150,18580,200,770.313460900088,2,0,,False,0,1643.3363375,2,7.5,0.5357142857142857,5,,JUNGLE,860,166.40000012516975,3,5,0,9.547666341614017,5.818949003326047,0,15,1,7,0,8,3,True
279,279,0,5,0,300,10875,50,1123.830563355163,8,0,,False,0,1666.1093152,0,2.0,0.6666666666666666,11,,BOTTOM,333,0.0,0,0,3,8.906868563564084,-5.967648011524837,0,16,0,0,1,0,10,False
434,434,0,8,0,0,6521,12,237.48982412901728,6,0,,False,1,1483.9667067,0,1.6666666666666667,0.5263157894736842,2,,BOTTOM,596,4.0,0,1,0,5.791939941360146,-7.153440409893079,0,10,0,0,0,0,10,False
26,26,0,10,0,0,12042,50,426.8882631475981,4,0,,False,0,1617.0914109,0,2.75,0.44,1,,TOP,690,2.5999999940395355,0,1,0,8.84851578155282,-7.153219759966774,0,11,0,1,2,1,11,False
309,309,0,5,0,1150,14490,200,660.3153133453895,5,0,,False,0,1809.2737632,0,2.0,0.5555555555555556,5,,JUNGLE,1073,44.20000004768372,0,1,0,8.74138470825772,-8.858595111652868,0,10,0,1,3,1,11,False
122,122,0,11,2,0,18101,121,718.0529746498371,0,0,,False,1,1872.6372313,0,20.0,0.5882352941176471,9,,JUNGLE,1867,55.3999999165535,0,3,1,9.0459723616383,8.821016329701678,2,20,2,1,0,1,2,True
220,220,0,10,0,300,22286,2,836.0156912425117,6,0,,False,0,2356.6821794,0,3.0,0.4615384615384615,8,,TOP,707,11.0,0,1,1,9.96205342389471,0.9290552676624344,3,18,0,1,2,5,6,True
184,184,0,13,2,0,16716,50,765.434327215323,3,0,,False,0,2054.7092089,0,6.333333333333333,0.6785714285714286,6,,TOP,820,3.0,0,1,0,9.831214265828727,6.954177308191696,0,19,2,2,0,3,5,True
104,104,0,38,1,0,10877,497,331.50835088965323,4,0,,False,0,1672.7574582,1,9.75,0.78,1,,BOTTOM,600,2.0,1,2,0,7.452442771229478,11.486969233869573,0,39,1,0,0,4,2,True
161,161,0,9,2,300,28227,18,1280.37178991598,4,0,,False,0,2233.211874,1,7.25,0.6590909090909091,20,,MIDDLE,770,152.80000001192093,3,4,5,10.0,6.568468237736283,5,29,2,7,6,9,5,True
229,229,0,4,0,0,5728,526,158.34122890691037,6,0,,False,0,1400.4142633,0,0.8333333333333334,0.7142857142857143,1,,BOTTOM,407,20.150000005960464,0,0,0,4.76241757442544,-15.404397225916576,0,5,0,0,0,0,10,False
18,18,0,8,0,150,12079,221,922.1361710914794,3,0,,False,0,1675.7831248999998,0,4.333333333333333,0.65,5,,BOTTOM,874,28.0,0,1,0,10.0,-1.1340766994047229,0,13,0,2,1,2,8,False
48,48,0,18,0,1700,20980,4,1980.1639328591448,7,0,,False,0,2317.9311944,1,5.571428571428571,0.8125,21,,BOTTOM,999,68.25000002980232,3,3,5,9.646031904609696,0.0457581726617704,3,39,0,8,3,8,6,True
17,17,0,2,0,825,12864,200,1021.7695350019254,5,0,,False,0,1547.9152608,0,3.2,0.6666666666666666,14,,JUNGLE,666,63.80000004172325,0,2,2,9.467421848009153,-10.088316958685525,1,16,0,1,3,1,6,False
207,207,0,20,1,0,14246,50,1331.3556184965869,1,0,,True,1,1510.7021512,2,33.0,0.66,13,,BOTTOM,665,120.75,1,4,4,9.987441516016569,11.604379911286015,1,33,1,4,6,6,2,True
68,68,0,13,2,0,16716,50,765.434327215323,3,0,,False,0,2054.7092089,0,6.333333333333333,0.6785714285714286,6,,TOP,820,3.0,0,1,0,9.831214265828727,6.954177308191696,0,19,2,2,0,3,5,True
363,363,0,26,0,0,12951,111,262.75594513355907,8,0,,False,1,2111.6859109,0,3.375,0.6428571428571429,1,,BOTTOM,493,21.0,2,1,0,6.910685208144072,2.3997932979020438,1,27,2,0,0,0,3,True
84,84,0,2,0,450,15829,114,1040.7411748417287,7,0,,False,0,1680.0884493,1,1.1428571428571428,0.3636363636363636,6,,TOP,465,78.0,0,2,0,8.233035487025894,-11.411049368156789,3,8,0,5,0,5,9,False
337,337,0,6,1,0,14595,200,962.7981681208414,2,0,,False,1,1432.0326358,1,9.5,0.6785714285714286,13,,JUNGLE,288,56.15000012516976,3,3,1,9.48676182798027,3.538420657975493,3,19,1,1,3,3,2,True
105,105,0,19,1,0,8302,526,306.4257989553352,6,0,,False,0,1382.3065681,0,3.1666666666666665,0.6333333333333333,0,,BOTTOM,304,7.0,5,2,0,7.030565801570131,7.373163258683611,0,19,1,0,0,1,3,True
349,349,0,4,0,150,14553,876,312.10882285250875,3,0,,True,1,1671.6361863,0,2.0,0.4285714285714285,2,,JUNGLE,878,74.75000005960464,0,2,0,7.948443722302539,-5.823297406743826,0,6,0,1,3,1,10,False
376,376,0,16,1,300,13802,50,659.5755689116651,2,0,,False,1,1632.0045834,0,9.5,0.59375,3,,BOTTOM,855,5.0,5,2,0,9.822332464006877,4.437734437532406,1,19,1,1,1,4,5,True
49,49,0,9,1,0,13341,221,1003.052809786432,0,0,,True,1,1525.7283743,1,24.0,0.7058823529411765,15,,BOTTOM,0,110.50000008940695,1,3,2,10.0,13.650734184054052,0,24,1,3,4,5,6,True
351,351,0,5,0,950,14716,85,873.623931734627,12,0,,False,0,1799.7407631,0,0.75,0.3103448275862069,4,,TOP,280,19.0,0,1,0,6.919566583261176,-1.8567567104306733,0,9,0,0,1,0,11,False
13,13,0,15,1,150,12561,50,1125.6615585113086,6,0,,False,0,1587.148445,0,3.1666666666666665,0.9047619047619048,4,,BOTTOM,582,11.0,0,1,0,9.96176926174999,-6.697173793972702,1,19,1,0,1,1,10,False
45,45,0,27,1,0,9149,111,339.25176517866106,4,0,,False,1,1546.6291233,0,7.25,0.6590909090909091,2,,BOTTOM,448,6.0,1,2,0,7.477588437319512,9.607753385603232,0,29,1,0,2,3,1,True
113,113,0,8,1,0,13261,121,946.3397541632412,2,0,,False,1,1420.2607603,1,9.5,0.6785714285714286,11,,JUNGLE,1233,49.400000005960464,0,3,2,9.074551347119392,6.543173496129462,1,19,1,1,2,2,1,True
409,409,0,7,0,525,14959,81,1137.7944148013903,10,0,,False,1,2121.6920593,0,1.2,0.3529411764705882,5,,BOTTOM,370,36.0,0,1,2,8.242284162142969,-5.130755591787072,0,12,0,0,2,0,8,False
0,0,0,8,2,0,14323,18,1648.812519551306,4,0,,False,1,1699.5897888,0,7.0,0.6086956521739131,20,,BOTTOM,557,6.000000029802322,0,1,5,9.944864674713664,5.236275318616031,0,28,2,2,4,3,2,True
2,2,0,11,0,0,15187,147,325.1505642727888,3,0,,False,1,2010.0187491,0,5.0,0.5,4,,BOTTOM,740,4.0,6,1,0,9.170050273480072,3.3415467199587283,0,15,1,0,0,3,4,True
181,181,0,19,1,0,11236,111,341.32618959195605,6,0,,False,1,1975.1568851,0,3.5,0.65625,2,,BOTTOM,499,22.0,0,1,0,7.3555773671639,6.27598835193897,2,21,2,0,0,0,4,True
375,375,0,21,0,1075,23970,8,2439.9318808392563,10,0,,False,1,1468.5347545,0,3.5,0.6481481481481481,14,,TOP,259,0.0,0,2,2,8.402562124441866,-1.0159887433680908,1,35,0,0,0,1,4,False
251,251,0,10,0,525,12529,234,633.6630810180183,5,0,,False,0,1681.108708,0,3.0,0.75,5,,JUNGLE,901,6.600000023841858,0,1,0,8.862989072433846,-3.5571328588632696,2,15,0,0,2,0,8,False
130,130,0,11,1,0,14666,429,827.5286278182379,5,0,,False,1,1680.0884493,1,4.4,0.4313725490196078,11,,BOTTOM,627,70.25,1,3,3,9.810205724751455,11.411049368156789,2,22,1,5,2,7,5,True
44,44,0,10,1,0,17373,63,621.7480510760362,5,0,,False,1,1895.3996762,0,2.6,0.3170731707317073,3,,MIDDLE,556,36.00000002980232,1,2,0,9.244852013331544,8.165204084902498,1,13,2,1,1,1,5,True
324,324,0,7,0,450,11801,15,802.8351150497762,0,0,,False,0,1489.7391749,0,12.0,0.48,5,,BOTTOM,0,47.50000002980232,0,2,0,10.0,-0.4981552835152811,2,12,0,1,4,1,3,False
162,162,0,7,1,0,10719,63,861.6653586147692,3,0,,False,1,1414.9946982,1,6.333333333333333,0.4871794871794871,12,,BOTTOM,470,0.0,0,1,4,9.922888513011657,16.618628873266733,0,19,1,0,2,1,1,True
58,58,0,9,2,0,13655,145,664.9272948579934,6,0,,False,1,1844.7146075,1,2.1666666666666665,0.4333333333333333,4,,BOTTOM,657,12.0,0,1,0,9.352095648579782,8.652791588233455,0,13,2,2,1,4,0,True
342,342,0,7,1,0,12764,50,1089.6527641809275,2,0,,False,1,1675.7909799,0,9.5,0.6129032258064516,12,,BOTTOM,469,33.99999997019768,0,2,3,9.9945641736549,12.064607416865442,0,19,1,2,2,4,2,True
176,176,0,5,0,300,9367,50,643.9432654036076,6,0,,False,0,1541.8922538,0,1.1666666666666667,0.5384615384615384,2,,BOTTOM,774,8.0,0,1,0,8.100463895937773,-9.720353462941496,1,7,0,1,3,1,9,False
211,211,0,20,0,0,12894,235,966.4671793308888,7,0,,False,1,1937.4225152,0,3.4285714285714284,0.7272727272727273,4,,BOTTOM,539,13.25,0,2,0,9.033855333889449,-2.48912905981706,1,24,0,0,4,3,8,False
206,206,0,12,1,0,12608,50,344.35569637594364,2,0,,False,1,1483.7274521,0,7.0,0.4827586206896552,2,,BOTTOM,774,11.399999976158142,1,2,0,9.247368280619368,10.895690791327432,0,14,1,1,0,3,4,True
115,115,0,10,0,0,5909,526,193.20374060817383,5,0,,False,0,1554.0538837,0,2.0,0.5,0,,BOTTOM,507,10.199999988079073,0,1,0,6.169639440358643,-7.694905709674892,0,10,0,0,0,0,10,False
377,377,0,15,1,0,10971,50,792.5385375958213,5,0,,False,0,1460.8080058,0,3.8,0.6129032258064516,4,,BOTTOM,462,22.0,0,3,0,10.0,9.426112339074308,0,19,1,2,4,2,1,True
334,334,0,4,1,0,14039,200,489.9773615662413,3,0,,False,1,1655.5676797,0,2.6666666666666665,0.3636363636363636,4,,JUNGLE,939,85.950000166893,0,2,0,8.511482689916994,-2.590295524807509,0,8,1,2,1,2,7,False
209,209,0,15,2,500,16299,221,1049.6944392199662,11,0,,False,0,1937.4225152,0,2.363636363636364,0.6046511627906976,11,,BOTTOM,392,14.599999994039536,2,2,3,9.543175828281647,2.48912905981706,0,26,2,6,5,6,7,True
149,149,0,10,0,300,14002,164,687.3166159563827,6,0,,False,0,1557.7206207,0,2.1666666666666665,0.3513513513513513,3,,TOP,469,0.0,2,1,0,8.490838569516136,7.502841938017063,0,13,1,3,0,3,1,True
328,328,0,6,0,750,15625,50,1018.4503164783722,3,0,,False,0,1973.9735477,0,5.0,0.8823529411764706,9,,BOTTOM,1080,37.0,0,1,3,10.0,-7.580598058176768,0,15,0,0,2,0,11,False
79,79,0,7,0,675,9099,121,565.9819411396458,8,0,,False,0,1402.8158839,0,1.5,0.5714285714285714,5,,JUNGLE,513,7.999999970197678,0,1,0,7.0836937529251145,-9.831492931984007,2,12,0,0,0,0,6,False
318,318,0,12,1,0,15049,15,872.2509245742679,4,0,,False,1,1666.1093152,0,5.25,0.6176470588235294,9,,BOTTOM,492,73.00000011920929,4,3,0,9.938801312950009,5.967648011524837,1,21,1,0,0,4,2,True
159,159,0,14,2,0,14682,50,1012.754368943906,4,0,,False,1,1762.5934129999998,2,6.75,0.7297297297297297,13,,MIDDLE,754,22.0,5,3,2,9.540673417250488,0.7896340786910017,0,27,2,3,2,6,3,True
234,234,0,5,0,300,9367,50,643.9432654036076,6,0,,False,0,1541.8922538,0,1.1666666666666667,0.5384615384615384,2,,BOTTOM,774,8.0,0,1,0,8.100463895937773,-9.720353462941496,1,7,0,1,3,1,9,False
200,200,0,22,0,0,7787,117,322.29210545503594,12,0,,False,0,1540.6174079999998,0,1.8333333333333333,0.7586206896551724,0,,BOTTOM,304,6.0,0,1,0,6.038465652437871,-6.704348284218035,0,22,0,0,0,0,11,False
403,403,0,7,0,0,10096,50,383.1777777410596,6,0,,False,1,1557.7206207,0,1.5,0.45,2,,BOTTOM,468,3.0,0,1,0,7.224815003930321,-7.502841938017063,0,9,0,0,0,0,6,False
178,178,0,16,0,300,15181,50,931.610546789516,3,0,,False,0,1568.4822111,0,8.666666666666666,0.7222222222222222,10,,BOTTOM,769,4.0,3,2,1,9.84706406079771,7.014871457050305,1,26,1,2,1,4,1,True
22,22,0,23,0,0,12684,526,195.0447508325079,4,0,,False,0,1909.4651895,0,6.75,0.6585365853658537,4,,MIDDLE,1048,10.0,0,2,0,6.95567885100537,1.181665496541484,1,27,0,0,0,3,5,True
373,373,0,11,1,300,13782,50,670.5906924298089,3,0,,False,0,1706.9552175,1,6.666666666666667,0.5714285714285714,9,,BOTTOM,1023,33.900000005960464,5,2,0,10.0,2.306641425540903,1,20,1,2,3,6,7,True
107,107,0,3,0,0,11524,157,740.98519243249,10,0,,False,1,1535.2493975999998,0,0.7,0.4375,4,,TOP,499,41.0,0,2,0,7.163165557077528,-11.915086465656644,3,7,0,1,3,1,8,False
279,279,0,6,0,975,16861,200,431.72911056184,4,0,,False,0,1928.7623447,0,3.5,0.56,8,,JUNGLE,900,25.50000023841858,0,1,0,8.803599441486018,-9.022788401450036,1,14,0,0,0,0,11,False
86,86,0,16,1,300,13802,50,659.5755689116651,2,0,,False,1,1632.0045834,0,9.5,0.59375,3,,BOTTOM,855,5.0,5,2,0,9.822332464006877,4.437734437532406,1,19,1,1,1,4,5,True
58,58,0,16,1,0,11281,50,554.2446935186098,4,0,,False,0,1601.4013900999998,0,5.75,0.6571428571428571,7,,BOTTOM,830,1.0,1,1,2,9.379069473148563,11.141871251026544,0,23,1,0,0,5,3,True
296,296,0,10,1,0,13023,221,890.6325260729958,2,0,,False,1,1471.4540131,0,8.0,0.5714285714285714,6,,BOTTOM,931,69.2000000178814,1,4,2,10.0,7.749553861623461,0,16,1,2,3,5,2,True
67,67,0,11,2,450,14810,18,652.557397469448,5,0,,False,1,1767.8814846,0,3.2,0.5714285714285714,5,,BOTTOM,690,3.0,2,1,1,9.663157894736845,2.4336342602306686,1,16,2,2,2,4,2,True
227,227,0,12,1,0,14055,22,774.7595238731412,2,0,,False,1,1507.337775,0,9.5,0.4634146341463415,7,,BOTTOM,939,30.0,2,3,1,9.87648874475909,11.65506258730101,3,19,1,3,3,3,0,True
405,405,0,14,1,0,15166,145,774.4331232860605,3,0,,True,1,1873.7310316,1,6.333333333333333,0.6551724137931034,5,,BOTTOM,964,15.000000029802322,2,1,2,10.0,4.266012375881303,0,19,1,5,3,5,6,True
288,288,0,12,0,0,16341,61,1176.5594857355702,6,0,,False,1,1954.446043,0,3.0,0.6,6,,MIDDLE,618,24.400000035762787,0,1,0,10.0,-3.838771464497889,0,18,0,1,1,1,10,False
26,26,0,5,0,950,14716,85,873.623931734627,12,0,,False,0,1799.7407631,0,0.75,0.3103448275862069,4,,TOP,280,19.0,0,1,0,6.919566583261176,-1.8567567104306733,0,9,0,0,1,0,11,False
90,90,0,2,1,650,12822,121,621.2498695162559,2,0,,True,1,1539.8172877,0,7.0,0.4827586206896552,12,,JUNGLE,925,38.000000059604645,7,1,4,8.816255562836787,-3.555377963531754,0,14,1,2,2,3,1,True
33,33,0,12,0,0,8278,12,184.41286490508415,8,0,,False,0,1682.7853403,0,1.75,0.7368421052631579,2,,BOTTOM,755,6.0,0,1,0,5.83610495707176,-8.867400959453327,1,14,0,0,0,0,8,False
148,148,0,8,1,0,13156,145,868.4702703407823,0,0,,False,0,1506.2849652,1,17.0,0.5862068965517241,9,,BOTTOM,0,15.199999958276749,0,3,0,10.0,13.668891608941037,0,17,1,5,3,5,1,True
47,47,0,5,0,300,10875,50,1123.830563355163,8,0,,False,0,1666.1093152,0,2.0,0.6666666666666666,11,,BOTTOM,333,0.0,0,0,3,8.906868563564084,-5.967648011524837,0,16,0,0,1,0,10,False
129,129,0,10,1,500,14204,498,1219.8699916876565,5,0,,False,0,1557.7206207,0,4.6,0.6216216216216216,13,,BOTTOM,321,52.80000007152557,2,2,5,10.0,7.502841938017063,0,23,1,0,3,0,1,True
124,124,0,9,2,0,13655,145,664.9272948579934,6,0,,False,1,1844.7146075,1,2.1666666666666665,0.4333333333333333,4,,BOTTOM,657,12.0,0,1,0,9.352095648579782,8.652791588233455,0,13,2,2,1,4,0,True
182,182,2,23,0,1625,23235,39,1664.230139795975,16,0,,False,1,1420.8867172,0,2.5,0.625,17,,TOP,143,50.0,0,1,5,8.040961571126882,-0.746748490309848,3,40,0,0,0,0,4,False
3,3,0,8,0,650,11804,876,1348.412985382654,4,0,,False,0,1382.0636833,0,3.25,0.7222222222222222,5,,JUNGLE,713,29.20000010728836,0,2,1,9.114917663585905,-6.030357419877397,0,13,0,1,1,1,8,False
222,222,0,2,1,650,12822,121,621.2498695162559,2,0,,True,1,1539.8172877,0,7.0,0.4827586206896552,12,,JUNGLE,925,38.000000059604645,7,1,4,8.816255562836787,-3.555377963531754,0,14,1,2,2,3,1,True
213,213,0,4,0,300,15858,114,1024.1094389017098,10,0,,True,1,1866.3815719,0,0.8,0.2758620689655172,4,,MIDDLE,488,33.599999994039536,0,1,0,7.389440613146483,-9.320976942822178,2,8,0,1,5,1,10,False
125,125,0,5,1,0,12157,18,1015.779976393262,1,0,,False,1,1488.5197482,1,13.0,0.5652173913043478,8,,BOTTOM,1215,18.0,3,1,1,10.0,9.244720232516356,1,13,1,2,3,6,2,True
134,134,0,15,1,0,18129,50,656.0095411199515,8,0,,False,1,2161.9859309,0,2.75,0.4489795918367347,7,,MIDDLE,537,10.0,6,1,0,8.749300712259437,4.714581493634228,1,22,1,2,1,2,4,True
92,92,0,4,0,150,15365,103,548.2092776002198,2,0,,False,0,1757.6749077,0,5.5,0.5789473684210527,7,,MIDDLE,1423,17.999999970197678,0,1,1,10.0,-2.673415476939603,2,11,0,0,1,0,9,False
263,263,0,5,0,0,8457,50,507.1920420079624,5,0,,False,0,1471.4540131,0,1.6,0.5333333333333333,3,,BOTTOM,853,2.0,0,1,0,8.376118014895933,-7.749553861623461,0,8,0,0,0,0,7,False
232,232,0,21,0,0,10265,12,246.03238754822456,4,0,,False,1,1689.1517782,0,5.5,0.6470588235294118,1,,BOTTOM,488,3.0,0,2,0,7.014474731061924,7.830413196500878,0,22,1,0,1,3,3,True
289,289,0,13,0,0,13509,50,859.2522073684827,5,0,,False,0,1727.4294618,1,3.8,0.5,6,,BOTTOM,773,25.0,0,2,0,9.96739715333545,12.11728721624749,1,19,1,5,1,6,4,True
13,13,0,4,0,150,14553,876,312.10882285250875,3,0,,True,1,1671.6361863,0,2.0,0.4285714285714285,2,,JUNGLE,878,74.75000005960464,0,2,0,7.948443722302539,-5.823297406743826,0,6,0,1,3,1,10,False
307,307,0,11,3,0,22520,523,754.4696179186075,1,0,,True,1,2199.0920318,1,16.0,0.5714285714285714,5,,BOTTOM,1475,94.25000005960464,1,3,1,9.90727344383609,4.286355429380876,1,16,3,4,1,4,2,True
8,8,0,16,1,450,12242,235,960.9011516034292,7,0,,False,1,1713.872024,1,3.7142857142857135,0.9285714285714286,10,,BOTTOM,442,6.0,11,3,1,9.159597337452489,3.444026988940486,1,26,1,2,4,5,5,True
73,73,0,16,1,450,12242,235,960.9011516034292,7,0,,False,1,1713.872024,1,3.7142857142857135,0.9285714285714286,10,,BOTTOM,442,6.0,11,3,1,9.159597337452489,3.444026988940486,1,26,1,2,4,5,5,True
351,351,0,4,0,550,13938,18,830.9405750851801,6,0,,False,1,1723.6957177,0,1.8333333333333333,0.4230769230769231,7,,BOTTOM,664,28.400000005960464,0,1,1,9.139839791576792,-4.084081506662372,1,11,0,4,4,4,10,False
54,54,0,20,1,0,12871,111,281.32714467763947,7,0,,False,1,2096.7559179,0,3.142857142857143,0.5789473684210527,2,,BOTTOM,652,14.0,6,2,0,6.959847477534172,2.4855737743161868,0,22,1,1,0,1,6,True
313,313,0,5,0,300,12825,50,376.6115997551191,5,0,,False,0,1612.4010151999998,0,1.6,0.5,3,,BOTTOM,895,17.0,0,2,0,7.860640985033124,-11.316949499648302,1,8,0,0,1,0,11,False
378,378,0,6,1,300,17002,876,846.3815318327834,1,0,,False,1,1468.9509197999998,0,21.0,0.6774193548387096,15,,JUNGLE,691,58.90000012516976,1,4,3,9.3363745108149,5.600641277603636,2,21,1,1,0,3,0,True
34,34,0,4,0,150,15365,103,548.2092776002198,2,0,,False,0,1757.6749077,0,5.5,0.5789473684210527,7,,MIDDLE,1423,17.999999970197678,0,1,1,10.0,-2.673415476939603,2,11,0,0,1,0,9,False
148,148,0,12,1,0,12608,50,344.35569637594364,2,0,,False,1,1483.7274521,0,7.0,0.4827586206896552,2,,BOTTOM,774,11.399999976158142,1,2,0,9.247368280619368,10.895690791327432,0,14,1,1,0,3,4,True
197,197,0,5,0,300,12825,50,376.6115997551191,5,0,,False,0,1612.4010151999998,0,1.6,0.5,3,,BOTTOM,895,17.0,0,2,0,7.860640985033124,-11.316949499648302,1,8,0,0,1,0,11,False
317,317,0,13,0,0,7173,497,221.87650994211475,5,0,,False,1,1655.0727594999998,0,2.6,0.5909090909090909,0,,BOTTOM,742,9.0,0,1,0,6.744964428729184,-5.871477702244832,0,13,0,0,0,0,10,False
343,343,0,7,2,450,17598,200,867.6647847968557,2,0,,False,1,1762.5934129999998,1,11.0,0.5945945945945946,15,,JUNGLE,1046,33.04999998211861,5,2,1,9.510611235332014,0.7896340786910017,0,22,2,4,0,5,3,True
153,153,0,4,0,550,13938,18,830.9405750851801,6,0,,False,1,1723.6957177,0,1.8333333333333333,0.4230769230769231,7,,BOTTOM,664,28.400000005960464,0,1,1,9.139839791576792,-4.084081506662372,1,11,0,4,4,4,10,False
281,281,0,3,0,0,7729,99,305.2201458416804,6,0,,False,1,1715.6636113,0,1.0,0.4,3,,BOTTOM,415,18.50000002980232,0,1,0,5.547098290658024,-10.974013542469663,0,6,0,1,3,2,10,False
189,189,0,15,0,0,8022,40,267.1529874764521,9,0,,False,1,1507.6778603,0,2.111111111111111,0.76,4,,TOP,297,0.0,0,2,1,6.385695340816532,-7.48793918254453,0,19,0,0,1,1,10,False
54,54,0,12,1,0,15049,15,872.2509245742679,4,0,,False,1,1666.1093152,0,5.25,0.6176470588235294,9,,BOTTOM,492,73.00000011920929,4,3,0,9.938801312950009,5.967648011524837,1,21,1,0,0,4,2,True
350,350,0,5,0,300,9367,50,643.9432654036076,6,0,,False,0,1541.8922538,0,1.1666666666666667,0.5384615384615384,2,,BOTTOM,774,8.0,0,1,0,8.100463895937773,-9.720353462941496,1,7,0,1,3,1,9,False
397,397,0,11,1,450,25510,90,1490.0650585365445,4,0,,True,1,2686.782539,1,5.5,0.6470588235294118,11,,BOTTOM,1070,38.0,0,3,1,10.0,-6.17160584663516,4,22,1,3,0,4,9,False
190,190,0,18,1,0,10973,117,311.52787227227657,5,0,,False,0,1574.4424769,0,4.0,0.625,2,,BOTTOM,321,1.0,3,2,0,7.291535375272383,5.9880055129413705,0,20,1,0,1,2,2,True
317,317,0,11,0,0,16673,200,440.6741359482853,3,0,,False,0,1773.2591713,0,5.333333333333333,0.5714285714285714,5,,JUNGLE,659,87.75000011920929,1,3,1,8.698633536087176,6.43184826943515,0,16,1,0,0,2,5,True
